ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,51.31999969482422,SEK,2025-10-02,yahoo,51.31999969482422
EMBRAC-B.ST,107.91999816894531,SEK,2025-10-02,yahoo,107.91999816894531
GOMX.ST,13.859999656677246,SEK,2025-10-02,yahoo,13.859999656677246
PDX.ST,172.10000610351562,SEK,2025-10-02,yahoo,172.10000610351562
HEXA-B.ST,115.44999694824219,SEK,2025-10-02,yahoo,115.44999694824219
TRUE-B.ST,40.81999969482422,SEK,2025-10-02,yahoo,40.81999969482422
SBB-B.ST,5.039999961853027,SEK,2025-10-02,yahoo,5.039999961853027
HUBS.ST,0.03500000014901161,SEK,2025-10-02,yahoo,0.03500000014901161
GATE.ST,1.7450000047683716,SEK,2025-10-02,yahoo,1.7450000047683716
F2M.ST,0.02800000086426735,SEK,2025-10-02,yahoo,0.02800000086426735
ACWI,138.97000122070312,USD,2025-10-02,yahoo,1308.7944536731811
