ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,48.63999938964844,SEK,2025-10-15,yahoo,48.63999938964844
EMBRAC-B.ST,109.0,SEK,2025-10-15,yahoo,109.0
GOMX.ST,12.9399995803833,SEK,2025-10-15,yahoo,12.9399995803833
PDX.ST,173.0,SEK,2025-10-15,yahoo,173.0
HEXA-B.ST,113.4000015258789,SEK,2025-10-15,yahoo,113.4000015258789
TRUE-B.ST,39.15999984741211,SEK,2025-10-15,yahoo,39.15999984741211
SBB-B.ST,5.392000198364258,SEK,2025-10-15,yahoo,5.392000198364258
HUBS.ST,0.028999999165534973,SEK,2025-10-15,yahoo,0.028999999165534973
GATE.ST,1.7200000286102295,SEK,2025-10-15,yahoo,1.7200000286102295
F2M.ST,0.03099999949336052,SEK,2025-10-15,yahoo,0.03099999949336052
ACWI,138.625,USD,2025-10-15,yahoo,1314.099892616272
