ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,41.84000015258789,SEK,2025-11-07,yahoo,41.84000015258789
EMBRAC-B.ST,90.0,SEK,2025-11-07,yahoo,90.0
GOMX.ST,15.119999885559082,SEK,2025-11-07,yahoo,15.119999885559082
PDX.ST,175.5,SEK,2025-11-07,yahoo,175.5
HEXA-B.ST,114.75,SEK,2025-11-07,yahoo,114.75
TRUE-B.ST,26.600000381469727,SEK,2025-11-07,yahoo,26.600000381469727
SBB-B.ST,4.73799991607666,SEK,2025-11-07,yahoo,4.73799991607666
HUBS.ST,0.03200000151991844,SEK,2025-11-07,yahoo,0.03200000151991844
GATE.ST,1.850000023841858,SEK,2025-11-07,yahoo,1.850000023841858
F2M.ST,0.03200000151991844,SEK,2025-11-07,yahoo,0.03200000151991844
ACWI,138.02999877929688,USD,2025-11-07,yahoo,1315.9835918201716
