ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,49.470001220703125,SEK,2025-10-08,yahoo,49.470001220703125
EMBRAC-B.ST,106.4000015258789,SEK,2025-10-08,yahoo,106.4000015258789
GOMX.ST,14.300000190734863,SEK,2025-10-08,yahoo,14.300000190734863
PDX.ST,171.0,SEK,2025-10-08,yahoo,171.0
HEXA-B.ST,115.8499984741211,SEK,2025-10-08,yahoo,115.8499984741211
TRUE-B.ST,39.040000915527344,SEK,2025-10-08,yahoo,39.040000915527344
SBB-B.ST,4.9079999923706055,SEK,2025-10-08,yahoo,4.9079999923706055
HUBS.ST,0.03700000047683716,SEK,2025-10-08,yahoo,0.03700000047683716
GATE.ST,1.7450000047683716,SEK,2025-10-08,yahoo,1.7450000047683716
F2M.ST,0.028999999165534973,SEK,2025-10-08,yahoo,0.028999999165534973
ACWI,139.86000061035156,USD,2025-10-08,yahoo,1323.2350012732786
