ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,48.720001220703125,SEK,2025-09-08,yahoo,48.720001220703125
EMBRAC-B.ST,87.70999908447266,SEK,2025-09-08,yahoo,87.70999908447266
GOMX.ST,13.020000457763672,SEK,2025-09-08,yahoo,13.020000457763672
PDX.ST,177.6999969482422,SEK,2025-09-08,yahoo,177.6999969482422
HEXA-B.ST,111.3499984741211,SEK,2025-09-08,yahoo,111.3499984741211
TRUE-B.ST,43.7400016784668,SEK,2025-09-08,yahoo,43.7400016784668
SBB-B.ST,4.702000141143799,SEK,2025-09-08,yahoo,4.702000141143799
HUBS.ST,0.03999999910593033,SEK,2025-09-08,yahoo,0.03999999910593033
GATE.ST,1.6150000095367432,SEK,2025-09-08,yahoo,1.6150000095367432
F2M.ST,0.02800000086426735,SEK,2025-09-08,yahoo,0.02800000086426735
ACWI,134.50999450683594,USD,2025-09-08,yahoo,1260.0882215789607
