ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,45.599998474121094,SEK,2025-09-17,yahoo,45.599998474121094
EMBRAC-B.ST,95.68000030517578,SEK,2025-09-17,yahoo,95.68000030517578
GOMX.ST,12.0,SEK,2025-09-17,yahoo,12.0
PDX.ST,181.0,SEK,2025-09-17,yahoo,181.0
HEXA-B.ST,109.94999694824219,SEK,2025-09-17,yahoo,109.94999694824219
TRUE-B.ST,43.63999938964844,SEK,2025-09-17,yahoo,43.63999938964844
SBB-B.ST,5.234000205993652,SEK,2025-09-17,yahoo,5.234000205993652
HUBS.ST,0.023000000044703484,SEK,2025-09-17,yahoo,0.023000000044703484
GATE.ST,1.5,SEK,2025-09-17,yahoo,1.5
F2M.ST,0.03099999949336052,SEK,2025-09-17,yahoo,0.03099999949336052
ACWI,136.9499969482422,USD,2025-09-17,yahoo,1277.1340549070737
