ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,51.439998626708984,SEK,2025-10-06,yahoo,51.439998626708984
EMBRAC-B.ST,105.87999725341797,SEK,2025-10-06,yahoo,105.87999725341797
GOMX.ST,13.720000267028809,SEK,2025-10-06,yahoo,13.720000267028809
PDX.ST,169.6999969482422,SEK,2025-10-06,yahoo,169.6999969482422
HEXA-B.ST,115.94999694824219,SEK,2025-10-06,yahoo,115.94999694824219
TRUE-B.ST,39.84000015258789,SEK,2025-10-06,yahoo,39.84000015258789
SBB-B.ST,5.156000137329102,SEK,2025-10-06,yahoo,5.156000137329102
HUBS.ST,0.03400000184774399,SEK,2025-10-06,yahoo,0.03400000184774399
GATE.ST,1.784999966621399,SEK,2025-10-06,yahoo,1.784999966621399
F2M.ST,0.02800000086426735,SEK,2025-10-06,yahoo,0.02800000086426735
ACWI,140.08999633789062,USD,2025-10-06,yahoo,1314.838435057667
