ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,38.95000076293945,SEK,2025-11-28,yahoo,38.95000076293945
EMBRAC-B.ST,91.63999938964844,SEK,2025-11-28,yahoo,91.63999938964844
GOMX.ST,15.539999961853027,SEK,2025-11-28,yahoo,15.539999961853027
PDX.ST,181.8000030517578,SEK,2025-11-28,yahoo,181.8000030517578
HEXA-B.ST,110.4000015258789,SEK,2025-11-28,yahoo,110.4000015258789
TRUE-B.ST,25.0,SEK,2025-11-28,yahoo,25.0
SBB-B.ST,4.239999771118164,SEK,2025-11-28,yahoo,4.239999771118164
HUBS.ST,0.007000000216066837,SEK,2025-11-28,yahoo,0.007000000216066837
GATE.ST,1.4450000524520874,SEK,2025-11-28,yahoo,1.4450000524520874
F2M.ST,0.020999999716877937,SEK,2025-11-28,yahoo,0.020999999716877937
ACWI,141.3699951171875,USD,2025-11-28,yahoo,1334.4408815293573
