ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,36.18000030517578,SEK,2025-12-16,yahoo,36.18000030517578
EMBRAC-B.ST,58.459999084472656,SEK,2025-12-16,yahoo,58.459999084472656
GOMX.ST,14.979999542236328,SEK,2025-12-16,yahoo,14.979999542236328
PDX.ST,160.8000030517578,SEK,2025-12-16,yahoo,160.8000030517578
HEXA-B.ST,107.1500015258789,SEK,2025-12-16,yahoo,107.1500015258789
TRUE-B.ST,18.5,SEK,2025-12-16,yahoo,18.5
SBB-B.ST,4.289999961853027,SEK,2025-12-16,yahoo,4.289999961853027
GATE.ST,1.5199999809265137,SEK,2025-12-16,yahoo,1.5199999809265137
F2M.ST,0.027000000700354576,SEK,2025-12-16,yahoo,0.027000000700354576
ACWI,139.82000732421875,USD,2025-12-16,yahoo,1295.542823659198
