ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,43.75,SEK,2026-01-20,yahoo,43.75
EMBRAC-B.ST,49.20500183105469,SEK,2026-01-20,yahoo,49.20500183105469
GOMX.ST,23.75,SEK,2026-01-20,yahoo,23.75
PDX.ST,149.5,SEK,2026-01-20,yahoo,149.5
HEXA-B.ST,101.30000305175781,SEK,2026-01-20,yahoo,101.30000305175781
TRUE-B.ST,15.350000381469727,SEK,2026-01-20,yahoo,15.350000381469727
SBB-B.ST,4.75600004196167,SEK,2026-01-20,yahoo,4.75600004196167
GATE.ST,1.6349999904632568,SEK,2026-01-20,yahoo,1.6349999904632568
F2M.ST,0.01899999938905239,SEK,2026-01-20,yahoo,0.01899999938905239
ACWI,143.52999877929688,USD,2026-01-20,yahoo,1308.1884391437343
