ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,49.349998474121094,SEK,2025-09-29,yahoo,49.349998474121094
EMBRAC-B.ST,104.86000061035156,SEK,2025-09-29,yahoo,104.86000061035156
GOMX.ST,14.300000190734863,SEK,2025-09-29,yahoo,14.300000190734863
PDX.ST,176.1999969482422,SEK,2025-09-29,yahoo,176.1999969482422
HEXA-B.ST,110.6500015258789,SEK,2025-09-29,yahoo,110.6500015258789
TRUE-B.ST,41.31999969482422,SEK,2025-09-29,yahoo,41.31999969482422
SBB-B.ST,5.159999847412109,SEK,2025-09-29,yahoo,5.159999847412109
HUBS.ST,0.03200000151991844,SEK,2025-09-29,yahoo,0.03200000151991844
GATE.ST,1.5499999523162842,SEK,2025-09-29,yahoo,1.5499999523162842
F2M.ST,0.029999999329447746,SEK,2025-09-29,yahoo,0.029999999329447746
ACWI,137.7949981689453,USD,2025-09-29,yahoo,1303.9541086731333
