ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,50.720001220703125,SEK,2025-10-01,yahoo,50.720001220703125
EMBRAC-B.ST,108.69999694824219,SEK,2025-10-01,yahoo,108.69999694824219
GOMX.ST,13.600000381469727,SEK,2025-10-01,yahoo,13.600000381469727
PDX.ST,170.39999389648438,SEK,2025-10-01,yahoo,170.39999389648438
HEXA-B.ST,113.5999984741211,SEK,2025-10-01,yahoo,113.5999984741211
TRUE-B.ST,40.720001220703125,SEK,2025-10-01,yahoo,40.720001220703125
SBB-B.ST,5.170000076293945,SEK,2025-10-01,yahoo,5.170000076293945
HUBS.ST,0.03200000151991844,SEK,2025-10-01,yahoo,0.03200000151991844
GATE.ST,1.5499999523162842,SEK,2025-10-01,yahoo,1.5499999523162842
F2M.ST,0.029999999329447746,SEK,2025-10-01,yahoo,0.029999999329447746
ACWI,138.71499633789062,USD,2025-10-01,yahoo,1301.9123698469193
