ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,38.150001525878906,SEK,2025-11-18,yahoo,38.150001525878906
EMBRAC-B.ST,84.16000366210938,SEK,2025-11-18,yahoo,84.16000366210938
GOMX.ST,14.880000114440918,SEK,2025-11-18,yahoo,14.880000114440918
PDX.ST,163.1999969482422,SEK,2025-11-18,yahoo,163.1999969482422
HEXA-B.ST,108.5999984741211,SEK,2025-11-18,yahoo,108.5999984741211
TRUE-B.ST,24.139999389648438,SEK,2025-11-18,yahoo,24.139999389648438
SBB-B.ST,4.099999904632568,SEK,2025-11-18,yahoo,4.099999904632568
HUBS.ST,0.03200000151991844,SEK,2025-11-18,yahoo,0.03200000151991844
GATE.ST,1.8550000190734863,SEK,2025-11-18,yahoo,1.8550000190734863
F2M.ST,0.03099999949336052,SEK,2025-11-18,yahoo,0.03099999949336052
ACWI,137.5399932861328,USD,2025-11-18,yahoo,1304.0084053937753
