ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,38.709999084472656,SEK,2025-11-26,yahoo,38.709999084472656
EMBRAC-B.ST,85.83000183105469,SEK,2025-11-26,yahoo,85.83000183105469
GOMX.ST,15.4399995803833,SEK,2025-11-26,yahoo,15.4399995803833
PDX.ST,160.89999389648438,SEK,2025-11-26,yahoo,160.89999389648438
HEXA-B.ST,111.94999694824219,SEK,2025-11-26,yahoo,111.94999694824219
TRUE-B.ST,24.84000015258789,SEK,2025-11-26,yahoo,24.84000015258789
SBB-B.ST,4.170000076293945,SEK,2025-11-26,yahoo,4.170000076293945
HUBS.ST,0.007000000216066837,SEK,2025-11-26,yahoo,0.007000000216066837
GATE.ST,1.3700000047683716,SEK,2025-11-26,yahoo,1.3700000047683716
F2M.ST,0.02199999988079071,SEK,2025-11-26,yahoo,0.02199999988079071
ACWI,141.02499389648438,USD,2025-11-26,yahoo,1338.2651590269234
