ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,37.33000183105469,SEK,2025-12-18,yahoo,37.33000183105469
EMBRAC-B.ST,60.15999984741211,SEK,2025-12-18,yahoo,60.15999984741211
GOMX.ST,15.0600004196167,SEK,2025-12-18,yahoo,15.0600004196167
PDX.ST,161.5,SEK,2025-12-18,yahoo,161.5
HEXA-B.ST,106.80000305175781,SEK,2025-12-18,yahoo,106.80000305175781
TRUE-B.ST,18.600000381469727,SEK,2025-12-18,yahoo,18.600000381469727
SBB-B.ST,4.449999809265137,SEK,2025-12-18,yahoo,4.449999809265137
GATE.ST,1.465000033378601,SEK,2025-12-18,yahoo,1.465000033378601
F2M.ST,0.023000000044703484,SEK,2025-12-18,yahoo,0.023000000044703484
ACWI,140.4199981689453,USD,2025-12-18,yahoo,1303.0343376572273
