ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,43.33000183105469,SEK,2025-10-31,yahoo,43.33000183105469
EMBRAC-B.ST,99.19999694824219,SEK,2025-10-31,yahoo,99.19999694824219
GOMX.ST,17.979999542236328,SEK,2025-10-31,yahoo,17.979999542236328
PDX.ST,165.60000610351562,SEK,2025-10-31,yahoo,165.60000610351562
HEXA-B.ST,116.55000305175781,SEK,2025-10-31,yahoo,116.55000305175781
TRUE-B.ST,28.3799991607666,SEK,2025-10-31,yahoo,28.3799991607666
SBB-B.ST,5.236000061035156,SEK,2025-10-31,yahoo,5.236000061035156
HUBS.ST,0.03200000151991844,SEK,2025-10-31,yahoo,0.03200000151991844
GATE.ST,1.8250000476837158,SEK,2025-10-31,yahoo,1.8250000476837158
F2M.ST,0.02800000086426735,SEK,2025-10-31,yahoo,0.02800000086426735
ACWI,141.33999633789062,USD,2025-10-31,yahoo,1341.7236057160771
