ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,46.04999923706055,SEK,2025-09-10,yahoo,46.04999923706055
EMBRAC-B.ST,87.86000061035156,SEK,2025-09-10,yahoo,87.86000061035156
GOMX.ST,12.680000305175781,SEK,2025-09-10,yahoo,12.680000305175781
PDX.ST,179.0,SEK,2025-09-10,yahoo,179.0
HEXA-B.ST,108.55000305175781,SEK,2025-09-10,yahoo,108.55000305175781
TRUE-B.ST,45.0,SEK,2025-09-10,yahoo,45.0
SBB-B.ST,4.949999809265137,SEK,2025-09-10,yahoo,4.949999809265137
HUBS.ST,0.03099999949336052,SEK,2025-09-10,yahoo,0.03099999949336052
GATE.ST,1.5,SEK,2025-09-10,yahoo,1.5
F2M.ST,0.02800000086426735,SEK,2025-09-10,yahoo,0.02800000086426735
ACWI,135.35000610351562,USD,2025-09-10,yahoo,1265.0691512761696
