ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,47.63999938964844,SEK,2025-10-22,yahoo,47.63999938964844
EMBRAC-B.ST,103.0199966430664,SEK,2025-10-22,yahoo,103.0199966430664
GOMX.ST,15.979999542236328,SEK,2025-10-22,yahoo,15.979999542236328
PDX.ST,168.5,SEK,2025-10-22,yahoo,168.5
HEXA-B.ST,113.5,SEK,2025-10-22,yahoo,113.5
TRUE-B.ST,38.400001525878906,SEK,2025-10-22,yahoo,38.400001525878906
SBB-B.ST,5.627999782562256,SEK,2025-10-22,yahoo,5.627999782562256
HUBS.ST,0.029999999329447746,SEK,2025-10-22,yahoo,0.029999999329447746
GATE.ST,1.8600000143051147,SEK,2025-10-22,yahoo,1.8600000143051147
F2M.ST,0.029999999329447746,SEK,2025-10-22,yahoo,0.029999999329447746
ACWI,138.97999572753906,USD,2025-10-22,yahoo,1305.2723136947025
