ticker,close,currency,asof_date,source,close_sek
INTRUM.ST,36.720001220703125,SEK,2025-11-21,yahoo,36.720001220703125
EMBRAC-B.ST,81.5,SEK,2025-11-21,yahoo,81.5
GOMX.ST,14.739999771118164,SEK,2025-11-21,yahoo,14.739999771118164
PDX.ST,161.1999969482422,SEK,2025-11-21,yahoo,161.1999969482422
HEXA-B.ST,110.19999694824219,SEK,2025-11-21,yahoo,110.19999694824219
TRUE-B.ST,24.739999771118164,SEK,2025-11-21,yahoo,24.739999771118164
SBB-B.ST,4.0329999923706055,SEK,2025-11-21,yahoo,4.0329999923706055
HUBS.ST,0.01600000075995922,SEK,2025-11-21,yahoo,0.01600000075995922
GATE.ST,1.3799999952316284,SEK,2025-11-21,yahoo,1.3799999952316284
F2M.ST,0.029999999329447746,SEK,2025-11-21,yahoo,0.029999999329447746
ACWI,135.5,USD,2025-11-21,yahoo,1292.29873752594
